start,end,steady,well_1,well_2,well_3,well_4,well_5,well_6,well_7,well_8,well_9,chem_1,chem_2,chem_3,chem_4,chem_5,chem_6,chem_7,chem_8,chem_9
64,65,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,66,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,67,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,68,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,69,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,70,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,71,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,72,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,73,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,74,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,75,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,76,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,78,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,79,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,80,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,81,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,82,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,83,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,84,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,85,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,86,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,87,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,88,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,89,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,90,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,91,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,92,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,93,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,94,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,95,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,96,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,97,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,98,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,99,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,100,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,101,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,104,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,105,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,106,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,107,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,108,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,109,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,110,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,111,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,112,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,113,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,114,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,115,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,116,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,117,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,118,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,119,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,120,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,121,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,122,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,123,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,124,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,125,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,126,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,127,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,128,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,129,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,130,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,131,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,132,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,133,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,134,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,135,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,136,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,137,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,138,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,139,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,140,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,141,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,142,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,143,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,144,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,145,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,146,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,147,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,148,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,149,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,150,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,151,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,152,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,153,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,154,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,155,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,156,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,157,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,158,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,159,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,160,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,161,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,162,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,163,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,164,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,165,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,166,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,167,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,168,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,169,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,170,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,171,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,172,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,173,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,174,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,175,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,176,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,177,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,178,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,179,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,180,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,181,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,182,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,183,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,184,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,185,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,186,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,187,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,188,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,189,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,190,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,191,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,192,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,193,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,194,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,195,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,196,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,197,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,198,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,199,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,200,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,201,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,202,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,203,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,204,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,205,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,206,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,207,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,208,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,209,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,210,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,211,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,212,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,213,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,214,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,215,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,216,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,217,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,218,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,219,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,220,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,221,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,222,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,223,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,224,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,225,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,226,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,227,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,228,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,229,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,230,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,231,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,232,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,233,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,234,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,235,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,236,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,237,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,238,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,239,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,240,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,241,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,242,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,243,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,244,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,245,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,246,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,247,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,248,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,249,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,250,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,251,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,252,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,253,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,254,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,255,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,256,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,257,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,258,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,259,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,260,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,261,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,262,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,263,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,264,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,265,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,266,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,267,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,268,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,269,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,270,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,271,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,272,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,273,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,274,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,275,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,276,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,277,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,278,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,279,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,280,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,281,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,282,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,283,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,284,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,285,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,286,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,287,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,288,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,289,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,290,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,291,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,292,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,293,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,294,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,295,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,296,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,297,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,298,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,299,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,300,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
